0, 0
1, 12
2, 24
3, 36
4, 48
5, 60
6, 72
7, 84
8, 96
9, 108
10, 120
11, 132
12, 144
13, 156
14, 168
15, 180
16, 192
17, 204
18, 216
19, 228
20, 240
21, 252
22, 264
23, 276
24, 288
25, 300
26, 312
27, 324
28, 336
29, 348
30, 360
31, 372
32, 384
33, 396
34, 408
35, 420
36, 432
37, 444
38, 456
39, 468
40, 480
41, 492
42, 504
43, 516
44, 528
45, 540
46, 552
47, 564
48, 576
49, 588
50, 600
51, 612
52, 624
53, 636
54, 648
55, 660
56, 672
57, 684
58, 696
59, 708
60, 720
61, 732
62, 744
63, 756
64, 768
65, 780
66, 792
67, 804
68, 816
69, 828
70, 840
71, 852
72, 864
73, 876
74, 888
75, 900
76, 912
77, 924
78, 936
79, 948
80, 960
81, 972
82, 984
83, 996
84, 1008
85, 1020
86, 1032
87, 1044
88, 1056
89, 1068
90, 1080
91, 1092
92, 1104
93, 1116
94, 1128
95, 1140
96, 1152
97, 1164
98, 1176
99, 1188
100, 1200
101, 1212
102, 1224
103, 1236
104, 1248
105, 1260
106, 1272
107, 1284
108, 1296
109, 1308
110, 1320
111, 1332
112, 1344
113, 1356
114, 1368
115, 1380
116, 1392
117, 1404
118, 1416
119, 1428
120, 1440
121, 1452
122, 1464
123, 1476
124, 1488
125, 1500
126, 1512
127, 1524
128, 1536
129, 1548
130, 1560
131, 1572
132, 1584
133, 1596
134, 1608
135, 1620
136, 1632
137, 1644
138, 1656
139, 1668
140, 1680
141, 1692
142, 1704
143, 1716
144, 1728
145, 1740
146, 1752
147, 1764
148, 1776
149, 1788
150, 1800
151, 1812
152, 1824
153, 1836
154, 1848
155, 1860
156, 1872
157, 1884
158, 1896
159, 1908
160, 1920
161, 1932
162, 1944
163, 1956
164, 1968
165, 1980
166, 1992
167, 2004
168, 2016
169, 2028
170, 2040
171, 2052
172, 2064
173, 2076
174, 2088
175, 2100
176, 2112
177, 2124
178, 2136
179, 2148
180, 2160
181, 2172
182, 2184
183, 2196
184, 2208
185, 2220
186, 2232
187, 2244
188, 2256
189, 2268
190, 2280
191, 2292
192, 2304
193, 2316
194, 2328
195, 2340
196, 2352
197, 2364
198, 2376
199, 2388
200, 2400
201, 2412
202, 2424
203, 2436
204, 2448
205, 0
206, 12
207, 24
208, 36
209, 48
210, 60
211, 72
212, 84
213, 96
214, 108
215, 120
216, 132
217, 144
218, 156
219, 168
220, 180
221, 192
222, 204
223, 216
224, 228
225, 240
226, 252
227, 264
228, 276
229, 288
230, 300
231, 312
232, 324
233, 336
234, 348
235, 360
236, 372
237, 384
238, 396
239, 408
240, 420
241, 432
242, 444
243, 456
244, 468
245, 480
246, 492
247, 504
248, 516
249, 528
250, 540
251, 552
252, 564
253, 576
254, 588
255, 600
256, 612
257, 624
258, 636
259, 648
260, 660
261, 672
262, 684
263, 696
264, 708
265, 720
266, 732
267, 744
268, 756
269, 768
270, 780
271, 792
272, 804
273, 816
274, 828
275, 840
276, 852
277, 864
278, 876
279, 888
280, 900
281, 912
282, 924
283, 936
284, 948
285, 960
286, 972
287, 984
288, 996
289, 1008
290, 1020
291, 1032
292, 1044
293, 1056
294, 1068
295, 1080
296, 1092
297, 1104
298, 1116
299, 1128
300, 1140
301, 1152
302, 1164
303, 1176
304, 1188
305, 1200
306, 1212
307, 1224
308, 1236
309, 1248
310, 1260
311, 1272
312, 1284
313, 1296
314, 1308
315, 1320
316, 1332
317, 1344
318, 1356
319, 1368
320, 1380
321, 1392
322, 1404
323, 1416
324, 1428
